image_ids,splits
280883,train2014
257117,train2014
540287,train2014
540285,train2014
453553,train2014
540283,train2014
245662,train2014
469034,train2014
469035,train2014
453558,train2014
399009,train2014
306275,train2014
421064,train2014
559949,train2014
218704,train2014
523571,train2014
252198,train2014
218701,train2014
417446,train2014
355651,train2014
352680,train2014
355657,train2014
504122,train2014
103970,train2014
262273,train2014
118694,train2014
259721,train2014
311076,train2014
48870,train2014
256474,train2014
256475,train2014
529824,train2014
319260,train2014
382006,train2014
415976,train2014
245590,train2014
127189,train2014
352357,train2014
469786,train2014
12460,train2014
469781,train2014
12463,train2014
50846,train2014
7772,train2014
385381,train2014
62690,train2014
417195,train2014
62691,train2014
158507,train2014
117768,train2014
576598,train2014
458604,train2014
458606,train2014
576593,train2014
117764,train2014
71399,train2014
383131,train2014
282482,train2014
378154,train2014
378155,train2014
282485,train2014
461073,train2014
576625,train2014
436507,train2014
436504,train2014
436508,train2014
96664,train2014
318132,train2014
476125,train2014
476127,train2014
318139,train2014
154435,train2014
545679,train2014
250136,train2014
545675,train2014
119776,train2014
236354,train2014
545673,train2014
158326,train2014
81841,train2014
215819,train2014
452380,train2014
452381,train2014
81481,train2014
489276,train2014
65566,train2014
65564,train2014
65562,train2014
46085,train2014
423330,train2014
305709,train2014
49053,train2014
489279,train2014
341612,train2014
341617,train2014
226455,train2014
353974,train2014
96260,train2014
167220,train2014
81735,train2014
459959,train2014
2559,train2014
349447,train2014
116497,train2014
292537,train2014
11474,train2014
486533,train2014
292533,train2014
201236,train2014
50206,train2014
312867,train2014
292538,train2014
443693,train2014
98887,train2014
387529,train2014
519910,train2014
190426,train2014
387527,train2014
197437,train2014
570503,train2014
567076,train2014
94132,train2014
116147,train2014
17147,train2014
567079,train2014
534412,train2014
290974,train2014
534417,train2014
90628,train2014
477654,train2014
113513,train2014
235276,train2014
9542,train2014
336289,train2014
578089,train2014
538947,train2014
104821,train2014
536920,train2014
104827,train2014
536926,train2014
104825,train2014
469816,train2014
332131,train2014
427051,train2014
445592,train2014
445590,train2014
268656,train2014
64218,train2014
268654,train2014
148655,train2014
496183,train2014
260109,train2014
191592,train2014
294186,train2014
572626,train2014
195286,train2014
221189,train2014
426906,train2014
278555,train2014
426908,train2014
275707,train2014
195288,train2014
27591,train2014
27593,train2014
27599,train2014
272735,train2014
156367,train2014
99755,train2014
167913,train2014
99753,train2014
196748,train2014
332684,train2014
196747,train2014
48017,train2014
381967,train2014
278086,train2014
504911,train2014
504917,train2014
467318,train2014
29254,train2014
467311,train2014
57901,train2014
57903,train2014
471558,train2014
565500,train2014
176372,train2014
78354,train2014
78355,train2014
471554,train2014
269303,train2014
423455,train2014
109424,train2014
169510,train2014
109427,train2014
109423,train2014
156090,train2014
194421,train2014
331797,train2014
78684,train2014
432998,train2014
335481,train2014
335486,train2014
263482,train2014
116272,train2014
368307,train2014
432997,train2014
142712,train2014
147543,train2014
479495,train2014
147547,train2014
479496,train2014
433029,train2014
105881,train2014
144018,train2014
310670,train2014
131638,train2014
383768,train2014
532979,train2014
26647,train2014
537335,train2014
548875,train2014
211351,train2014
338169,train2014
338168,train2014
187108,train2014
338167,train2014
90994,train2014
145945,train2014
340983,train2014
563411,train2014
479903,train2014
23035,train2014
22340,train2014
381036,train2014
199923,train2014
508100,train2014
77260,train2014
508104,train2014
508105,train2014
361520,train2014
197192,train2014
197195,train2014
496078,train2014
79554,train2014
274834,train2014
477566,train2014
289795,train2014
79559,train2014
402004,train2014
440673,train2014
73019,train2014
551441,train2014
130581,train2014
114174,train2014
258520,train2014
114178,train2014
567813,train2014
130588,train2014
555537,train2014
258528,train2014
555534,train2014
266963,train2014
266961,train2014
32937,train2014
23695,train2014
124955,train2014
266968,train2014
93621,train2014
378189,train2014
189617,train2014
71917,train2014
189614,train2014
517139,train2014
343984,train2014
32220,train2014
374239,train2014
372172,train2014
183913,train2014
183910,train2014
221711,train2014
266455,train2014
332913,train2014
537807,train2014
127278,train2014
431312,train2014
472148,train2014
562360,train2014
406749,train2014
505876,train2014
128409,train2014
51164,train2014
51168,train2014
128405,train2014
229976,train2014
422816,train2014
65979,train2014
277613,train2014
27270,train2014
448409,train2014
277616,train2014
554452,train2014
454722,train2014
25528,train2014
573825,train2014
444952,train2014
444953,train2014
444956,train2014
509764,train2014
550310,train2014
263381,train2014
146620,train2014
420523,train2014
146626,train2014
295916,train2014
166630,train2014
166637,train2014
386355,train2014
390439,train2014
386350,train2014
39846,train2014
57579,train2014
34459,train2014
446452,train2014
297200,train2014
297206,train2014
450381,train2014
297204,train2014
450383,train2014
231941,train2014
394550,train2014
531313,train2014
223622,train2014
223621,train2014
531316,train2014
250677,train2014
141532,train2014
113252,train2014
113259,train2014
146084,train2014
26028,train2014
338988,train2014
187929,train2014
338987,train2014
338980,train2014
249977,train2014
182349,train2014
249974,train2014
84757,train2014
147970,train2014
147973,train2014
147975,train2014
182347,train2014
203040,train2014
209027,train2014
41826,train2014
204015,train2014
41331,train2014
508680,train2014
317537,train2014
157076,train2014
133119,train2014
57660,train2014
133115,train2014
432036,train2014
133110,train2014
133113,train2014
553150,train2014
313220,train2014
530047,train2014
106144,train2014
106145,train2014
106143,train2014
530040,train2014
563356,train2014
551947,train2014
299123,train2014
403374,train2014
106148,train2014
551941,train2014
534756,train2014
476431,train2014
534751,train2014
232417,train2014
562876,train2014
326892,train2014
528076,train2014
522013,train2014
528074,train2014
108430,train2014
528071,train2014
238154,train2014
108439,train2014
238152,train2014
33918,train2014
208646,train2014
526927,train2014
14493,train2014
18333,train2014
230302,train2014
33912,train2014
11328,train2014
343165,train2014
343167,train2014
343166,train2014
38033,train2014
234811,train2014
538580,train2014
343169,train2014
76492,train2014
238554,train2014
258460,train2014
182837,train2014
439364,train2014
226974,train2014
549168,train2014
233453,train2014
85939,train2014
272479,train2014
372943,train2014
402420,train2014
419822,train2014
1515,train2014
339358,train2014
482734,train2014
492213,train2014
315973,train2014
315972,train2014
83190,train2014
439095,train2014
535138,train2014
218870,train2014
19987,train2014
434069,train2014
218875,train2014
569607,train2014
109746,train2014
569602,train2014
7838,train2014
360555,train2014
15366,train2014
31514,train2014
183031,train2014
171649,train2014
535133,train2014
359189,train2014
170512,train2014
576026,train2014
170516,train2014
578705,train2014
406424,train2014
231162,train2014
189735,train2014
88315,train2014
485422,train2014
127967,train2014
485426,train2014
73974,train2014
279588,train2014
279584,train2014
279580,train2014
279582,train2014
338407,train2014
224537,train2014
319115,train2014
247977,train2014
247976,train2014
247971,train2014
241723,train2014
373700,train2014
373704,train2014
159313,train2014
154140,train2014
287494,train2014
534849,train2014
4042,train2014
249111,train2014
100095,train2014
276200,train2014
553633,train2014
201039,train2014
43742,train2014
452814,train2014
276208,train2014
486732,train2014
201030,train2014
323585,train2014
500686,train2014
323581,train2014
248389,train2014
463087,train2014
305270,train2014
489700,train2014
551164,train2014
461819,train2014
397760,train2014
551169,train2014
400118,train2014
397769,train2014
524508,train2014
287723,train2014
90428,train2014
162322,train2014
467027,train2014
392197,train2014
230484,train2014
391422,train2014
391426,train2014
17432,train2014
293975,train2014
17438,train2014
513505,train2014
453857,train2014
357208,train2014
345861,train2014
427291,train2014
38850,train2014
484488,train2014
281764,train2014
248643,train2014
248640,train2014
218121,train2014
577850,train2014
547470,train2014
90392,train2014
547475,train2014
501085,train2014
140346,train2014
494300,train2014
140340,train2014
499155,train2014
254360,train2014
152425,train2014
152427,train2014
140349,train2014
246735,train2014
246736,train2014
212181,train2014
256214,train2014
65816,train2014
62376,train2014
255093,train2014
549605,train2014
349939,train2014
349931,train2014
407466,train2014
118889,train2014
325298,train2014
44719,train2014
118885,train2014
231905,train2014
325294,train2014
557643,train2014
415349,train2014
557640,train2014
139754,train2014
139757,train2014
128607,train2014
135472,train2014
163055,train2014
85163,train2014
413489,train2014
139758,train2014
321980,train2014
134705,train2014
310912,train2014
519664,train2014
384085,train2014
41074,train2014
41079,train2014
164587,train2014
490535,train2014
390773,train2014
490532,train2014
316746,train2014
129108,train2014
290400,train2014
290403,train2014
410441,train2014
410447,train2014
285958,train2014
321679,train2014
14801,train2014
568562,train2014
54245,train2014
418697,train2014
543389,train2014
364468,train2014
419125,train2014
177652,train2014
557186,train2014
419120,train2014
497402,train2014
417870,train2014
506026,train2014
576817,train2014
576816,train2014
557725,train2014
493947,train2014
174601,train2014
178181,train2014
557183,train2014
174605,train2014
1681,train2014
416697,train2014
416690,train2014
255546,train2014
363165,train2014
364796,train2014
1688,train2014
546401,train2014
557721,train2014
490182,train2014
341834,train2014
540122,train2014
111635,train2014
111636,train2014
95278,train2014
541832,train2014
197962,train2014
95273,train2014
452031,train2014
322215,train2014
322212,train2014
496274,train2014
305919,train2014
151307,train2014
28058,train2014
353729,train2014
554691,train2014
94890,train2014
353720,train2014
554699,train2014
296809,train2014
417259,train2014
350268,train2014
129813,train2014
291466,train2014
395853,train2014
395850,train2014
395851,train2014
580296,train2014
385026,train2014
388214,train2014
367462,train2014
394100,train2014
394104,train2014
207313,train2014
480776,train2014
324910,train2014
567384,train2014
267586,train2014
312,train2014
19794,train2014
95850,train2014
267583,train2014
315,train2014
217596,train2014
126794,train2014
496894,train2014
412752,train2014
217592,train2014
89520,train2014
542412,train2014
217591,train2014
572000,train2014
572001,train2014
431154,train2014
126798,train2014
282527,train2014
51369,train2014
245415,train2014
245417,train2014
462671,train2014
61054,train2014
61053,train2014
245419,train2014
176478,train2014
25322,train2014
215994,train2014
301160,train2014
377476,train2014
301169,train2014
120790,train2014
369443,train2014
217623,train2014
369446,train2014
47767,train2014
420721,train2014
12678,train2014
544719,train2014
296110,train2014
253656,train2014
195716,train2014
195712,train2014
155379,train2014
451824,train2014
206042,train2014
401310,train2014
469595,train2014
193383,train2014
155373,train2014
193386,train2014
206048,train2014
155376,train2014
6819,train2014
301295,train2014
120241,train2014
468243,train2014
2296,train2014
409438,train2014
210010,train2014
51985,train2014
357289,train2014
210015,train2014
409433,train2014
579787,train2014
