image_ids,image_urls
359104,http://images.cocodataset.org/train2014/COCO_train2014_000000359104.jpg
359106,http://images.cocodataset.org/train2014/COCO_train2014_000000359106.jpg
248651,http://images.cocodataset.org/train2014/COCO_train2014_000000248651.jpg
58143,http://images.cocodataset.org/train2014/COCO_train2014_000000058143.jpg
523055,http://images.cocodataset.org/train2014/COCO_train2014_000000523055.jpg
82990,http://images.cocodataset.org/train2014/COCO_train2014_000000082990.jpg
173157,http://images.cocodataset.org/train2014/COCO_train2014_000000173157.jpg
311179,http://images.cocodataset.org/train2014/COCO_train2014_000000311179.jpg
467753,http://images.cocodataset.org/train2014/COCO_train2014_000000467753.jpg
458336,http://images.cocodataset.org/train2014/COCO_train2014_000000458336.jpg
413929,http://images.cocodataset.org/train2014/COCO_train2014_000000413929.jpg
311174,http://images.cocodataset.org/train2014/COCO_train2014_000000311174.jpg
469762,http://images.cocodataset.org/train2014/COCO_train2014_000000469762.jpg
88398,http://images.cocodataset.org/train2014/COCO_train2014_000000088398.jpg
279503,http://images.cocodataset.org/train2014/COCO_train2014_000000279503.jpg
353881,http://images.cocodataset.org/train2014/COCO_train2014_000000353881.jpg
527748,http://images.cocodataset.org/train2014/COCO_train2014_000000527748.jpg
322905,http://images.cocodataset.org/train2014/COCO_train2014_000000322905.jpg
460068,http://images.cocodataset.org/train2014/COCO_train2014_000000460068.jpg
486807,http://images.cocodataset.org/train2014/COCO_train2014_000000486807.jpg
260293,http://images.cocodataset.org/train2014/COCO_train2014_000000260293.jpg
260292,http://images.cocodataset.org/train2014/COCO_train2014_000000260292.jpg
195513,http://images.cocodataset.org/train2014/COCO_train2014_000000195513.jpg
286233,http://images.cocodataset.org/train2014/COCO_train2014_000000286233.jpg
392111,http://images.cocodataset.org/train2014/COCO_train2014_000000392111.jpg
158614,http://images.cocodataset.org/train2014/COCO_train2014_000000158614.jpg
392115,http://images.cocodataset.org/train2014/COCO_train2014_000000392115.jpg
546301,http://images.cocodataset.org/train2014/COCO_train2014_000000546301.jpg
546306,http://images.cocodataset.org/train2014/COCO_train2014_000000546306.jpg
323054,http://images.cocodataset.org/train2014/COCO_train2014_000000323054.jpg
88029,http://images.cocodataset.org/train2014/COCO_train2014_000000088029.jpg
434125,http://images.cocodataset.org/train2014/COCO_train2014_000000434125.jpg
153776,http://images.cocodataset.org/train2014/COCO_train2014_000000153776.jpg
100014,http://images.cocodataset.org/train2014/COCO_train2014_000000100014.jpg
100012,http://images.cocodataset.org/train2014/COCO_train2014_000000100012.jpg
119868,http://images.cocodataset.org/train2014/COCO_train2014_000000119868.jpg
436793,http://images.cocodataset.org/train2014/COCO_train2014_000000436793.jpg
119860,http://images.cocodataset.org/train2014/COCO_train2014_000000119860.jpg
218842,http://images.cocodataset.org/train2014/COCO_train2014_000000218842.jpg
53733,http://images.cocodataset.org/train2014/COCO_train2014_000000053733.jpg
10702,http://images.cocodataset.org/train2014/COCO_train2014_000000010702.jpg
10701,http://images.cocodataset.org/train2014/COCO_train2014_000000010701.jpg
510581,http://images.cocodataset.org/train2014/COCO_train2014_000000510581.jpg
9253,http://images.cocodataset.org/train2014/COCO_train2014_000000009253.jpg
489785,http://images.cocodataset.org/train2014/COCO_train2014_000000489785.jpg
149143,http://images.cocodataset.org/train2014/COCO_train2014_000000149143.jpg
247469,http://images.cocodataset.org/train2014/COCO_train2014_000000247469.jpg
247465,http://images.cocodataset.org/train2014/COCO_train2014_000000247465.jpg
49562,http://images.cocodataset.org/train2014/COCO_train2014_000000049562.jpg
491728,http://images.cocodataset.org/train2014/COCO_train2014_000000491728.jpg
411430,http://images.cocodataset.org/train2014/COCO_train2014_000000411430.jpg
500603,http://images.cocodataset.org/train2014/COCO_train2014_000000500603.jpg
212824,http://images.cocodataset.org/train2014/COCO_train2014_000000212824.jpg
424837,http://images.cocodataset.org/train2014/COCO_train2014_000000424837.jpg
353260,http://images.cocodataset.org/train2014/COCO_train2014_000000353260.jpg
349358,http://images.cocodataset.org/train2014/COCO_train2014_000000349358.jpg
154274,http://images.cocodataset.org/train2014/COCO_train2014_000000154274.jpg
349354,http://images.cocodataset.org/train2014/COCO_train2014_000000349354.jpg
154279,http://images.cocodataset.org/train2014/COCO_train2014_000000154279.jpg
250990,http://images.cocodataset.org/train2014/COCO_train2014_000000250990.jpg
349352,http://images.cocodataset.org/train2014/COCO_train2014_000000349352.jpg
168083,http://images.cocodataset.org/train2014/COCO_train2014_000000168083.jpg
254678,http://images.cocodataset.org/train2014/COCO_train2014_000000254678.jpg
254670,http://images.cocodataset.org/train2014/COCO_train2014_000000254670.jpg
362656,http://images.cocodataset.org/train2014/COCO_train2014_000000362656.jpg
362657,http://images.cocodataset.org/train2014/COCO_train2014_000000362657.jpg
160259,http://images.cocodataset.org/train2014/COCO_train2014_000000160259.jpg
58075,http://images.cocodataset.org/train2014/COCO_train2014_000000058075.jpg
458804,http://images.cocodataset.org/train2014/COCO_train2014_000000458804.jpg
506605,http://images.cocodataset.org/train2014/COCO_train2014_000000506605.jpg
458802,http://images.cocodataset.org/train2014/COCO_train2014_000000458802.jpg
160250,http://images.cocodataset.org/train2014/COCO_train2014_000000160250.jpg
158718,http://images.cocodataset.org/train2014/COCO_train2014_000000158718.jpg
575040,http://images.cocodataset.org/train2014/COCO_train2014_000000575040.jpg
158713,http://images.cocodataset.org/train2014/COCO_train2014_000000158713.jpg
211552,http://images.cocodataset.org/train2014/COCO_train2014_000000211552.jpg
158717,http://images.cocodataset.org/train2014/COCO_train2014_000000158717.jpg
90311,http://images.cocodataset.org/train2014/COCO_train2014_000000090311.jpg
320503,http://images.cocodataset.org/train2014/COCO_train2014_000000320503.jpg
90317,http://images.cocodataset.org/train2014/COCO_train2014_000000090317.jpg
320508,http://images.cocodataset.org/train2014/COCO_train2014_000000320508.jpg
90319,http://images.cocodataset.org/train2014/COCO_train2014_000000090319.jpg
193821,http://images.cocodataset.org/train2014/COCO_train2014_000000193821.jpg
484401,http://images.cocodataset.org/train2014/COCO_train2014_000000484401.jpg
484407,http://images.cocodataset.org/train2014/COCO_train2014_000000484407.jpg
418611,http://images.cocodataset.org/train2014/COCO_train2014_000000418611.jpg
163506,http://images.cocodataset.org/train2014/COCO_train2014_000000163506.jpg
415435,http://images.cocodataset.org/train2014/COCO_train2014_000000415435.jpg
112959,http://images.cocodataset.org/train2014/COCO_train2014_000000112959.jpg
513052,http://images.cocodataset.org/train2014/COCO_train2014_000000513052.jpg
513053,http://images.cocodataset.org/train2014/COCO_train2014_000000513053.jpg
194089,http://images.cocodataset.org/train2014/COCO_train2014_000000194089.jpg
462353,http://images.cocodataset.org/train2014/COCO_train2014_000000462353.jpg
256290,http://images.cocodataset.org/train2014/COCO_train2014_000000256290.jpg
268147,http://images.cocodataset.org/train2014/COCO_train2014_000000268147.jpg
118806,http://images.cocodataset.org/train2014/COCO_train2014_000000118806.jpg
353850,http://images.cocodataset.org/train2014/COCO_train2014_000000353850.jpg
549939,http://images.cocodataset.org/train2014/COCO_train2014_000000549939.jpg
54171,http://images.cocodataset.org/train2014/COCO_train2014_000000054171.jpg
54173,http://images.cocodataset.org/train2014/COCO_train2014_000000054173.jpg
280307,http://images.cocodataset.org/train2014/COCO_train2014_000000280307.jpg
543470,http://images.cocodataset.org/train2014/COCO_train2014_000000543470.jpg
291285,http://images.cocodataset.org/train2014/COCO_train2014_000000291285.jpg
94544,http://images.cocodataset.org/train2014/COCO_train2014_000000094544.jpg
94549,http://images.cocodataset.org/train2014/COCO_train2014_000000094549.jpg
94548,http://images.cocodataset.org/train2014/COCO_train2014_000000094548.jpg
570178,http://images.cocodataset.org/train2014/COCO_train2014_000000570178.jpg
559840,http://images.cocodataset.org/train2014/COCO_train2014_000000559840.jpg
290485,http://images.cocodataset.org/train2014/COCO_train2014_000000290485.jpg
156652,http://images.cocodataset.org/train2014/COCO_train2014_000000156652.jpg
290482,http://images.cocodataset.org/train2014/COCO_train2014_000000290482.jpg
20251,http://images.cocodataset.org/train2014/COCO_train2014_000000020251.jpg
20255,http://images.cocodataset.org/train2014/COCO_train2014_000000020255.jpg
40966,http://images.cocodataset.org/train2014/COCO_train2014_000000040966.jpg
44425,http://images.cocodataset.org/train2014/COCO_train2014_000000044425.jpg
40962,http://images.cocodataset.org/train2014/COCO_train2014_000000040962.jpg
454078,http://images.cocodataset.org/train2014/COCO_train2014_000000454078.jpg
40961,http://images.cocodataset.org/train2014/COCO_train2014_000000040961.jpg
460857,http://images.cocodataset.org/train2014/COCO_train2014_000000460857.jpg
495726,http://images.cocodataset.org/train2014/COCO_train2014_000000495726.jpg
216021,http://images.cocodataset.org/train2014/COCO_train2014_000000216021.jpg
495722,http://images.cocodataset.org/train2014/COCO_train2014_000000495722.jpg
416167,http://images.cocodataset.org/train2014/COCO_train2014_000000416167.jpg
416165,http://images.cocodataset.org/train2014/COCO_train2014_000000416165.jpg
340296,http://images.cocodataset.org/train2014/COCO_train2014_000000340296.jpg
242142,http://images.cocodataset.org/train2014/COCO_train2014_000000242142.jpg
23501,http://images.cocodataset.org/train2014/COCO_train2014_000000023501.jpg
303233,http://images.cocodataset.org/train2014/COCO_train2014_000000303233.jpg
344794,http://images.cocodataset.org/train2014/COCO_train2014_000000344794.jpg
27616,http://images.cocodataset.org/train2014/COCO_train2014_000000027616.jpg
169026,http://images.cocodataset.org/train2014/COCO_train2014_000000169026.jpg
497768,http://images.cocodataset.org/train2014/COCO_train2014_000000497768.jpg
97939,http://images.cocodataset.org/train2014/COCO_train2014_000000097939.jpg
444206,http://images.cocodataset.org/train2014/COCO_train2014_000000444206.jpg
161610,http://images.cocodataset.org/train2014/COCO_train2014_000000161610.jpg
59036,http://images.cocodataset.org/train2014/COCO_train2014_000000059036.jpg
161617,http://images.cocodataset.org/train2014/COCO_train2014_000000161617.jpg
97936,http://images.cocodataset.org/train2014/COCO_train2014_000000097936.jpg
174680,http://images.cocodataset.org/train2014/COCO_train2014_000000174680.jpg
215592,http://images.cocodataset.org/train2014/COCO_train2014_000000215592.jpg
192886,http://images.cocodataset.org/train2014/COCO_train2014_000000192886.jpg
381186,http://images.cocodataset.org/train2014/COCO_train2014_000000381186.jpg
357994,http://images.cocodataset.org/train2014/COCO_train2014_000000357994.jpg
357996,http://images.cocodataset.org/train2014/COCO_train2014_000000357996.jpg
496839,http://images.cocodataset.org/train2014/COCO_train2014_000000496839.jpg
356641,http://images.cocodataset.org/train2014/COCO_train2014_000000356641.jpg
356645,http://images.cocodataset.org/train2014/COCO_train2014_000000356645.jpg
283650,http://images.cocodataset.org/train2014/COCO_train2014_000000283650.jpg
430281,http://images.cocodataset.org/train2014/COCO_train2014_000000430281.jpg
355594,http://images.cocodataset.org/train2014/COCO_train2014_000000355594.jpg
8549,http://images.cocodataset.org/train2014/COCO_train2014_000000008549.jpg
497494,http://images.cocodataset.org/train2014/COCO_train2014_000000497494.jpg
430285,http://images.cocodataset.org/train2014/COCO_train2014_000000430285.jpg
497498,http://images.cocodataset.org/train2014/COCO_train2014_000000497498.jpg
12838,http://images.cocodataset.org/train2014/COCO_train2014_000000012838.jpg
65884,http://images.cocodataset.org/train2014/COCO_train2014_000000065884.jpg
532449,http://images.cocodataset.org/train2014/COCO_train2014_000000532449.jpg
296777,http://images.cocodataset.org/train2014/COCO_train2014_000000296777.jpg
564848,http://images.cocodataset.org/train2014/COCO_train2014_000000564848.jpg
135463,http://images.cocodataset.org/train2014/COCO_train2014_000000135463.jpg
320816,http://images.cocodataset.org/train2014/COCO_train2014_000000320816.jpg
92269,http://images.cocodataset.org/train2014/COCO_train2014_000000092269.jpg
221379,http://images.cocodataset.org/train2014/COCO_train2014_000000221379.jpg
66505,http://images.cocodataset.org/train2014/COCO_train2014_000000066505.jpg
174358,http://images.cocodataset.org/train2014/COCO_train2014_000000174358.jpg
66507,http://images.cocodataset.org/train2014/COCO_train2014_000000066507.jpg
151382,http://images.cocodataset.org/train2014/COCO_train2014_000000151382.jpg
258495,http://images.cocodataset.org/train2014/COCO_train2014_000000258495.jpg
145432,http://images.cocodataset.org/train2014/COCO_train2014_000000145432.jpg
258499,http://images.cocodataset.org/train2014/COCO_train2014_000000258499.jpg
174356,http://images.cocodataset.org/train2014/COCO_train2014_000000174356.jpg
359201,http://images.cocodataset.org/train2014/COCO_train2014_000000359201.jpg
50414,http://images.cocodataset.org/train2014/COCO_train2014_000000050414.jpg
55629,http://images.cocodataset.org/train2014/COCO_train2014_000000055629.jpg
374924,http://images.cocodataset.org/train2014/COCO_train2014_000000374924.jpg
570824,http://images.cocodataset.org/train2014/COCO_train2014_000000570824.jpg
374922,http://images.cocodataset.org/train2014/COCO_train2014_000000374922.jpg
189101,http://images.cocodataset.org/train2014/COCO_train2014_000000189101.jpg
55627,http://images.cocodataset.org/train2014/COCO_train2014_000000055627.jpg
413923,http://images.cocodataset.org/train2014/COCO_train2014_000000413923.jpg
111549,http://images.cocodataset.org/train2014/COCO_train2014_000000111549.jpg
389074,http://images.cocodataset.org/train2014/COCO_train2014_000000389074.jpg
268681,http://images.cocodataset.org/train2014/COCO_train2014_000000268681.jpg
52819,http://images.cocodataset.org/train2014/COCO_train2014_000000052819.jpg
149923,http://images.cocodataset.org/train2014/COCO_train2014_000000149923.jpg
22675,http://images.cocodataset.org/train2014/COCO_train2014_000000022675.jpg
60903,http://images.cocodataset.org/train2014/COCO_train2014_000000060903.jpg
580216,http://images.cocodataset.org/train2014/COCO_train2014_000000580216.jpg
110493,http://images.cocodataset.org/train2014/COCO_train2014_000000110493.jpg
381723,http://images.cocodataset.org/train2014/COCO_train2014_000000381723.jpg
110490,http://images.cocodataset.org/train2014/COCO_train2014_000000110490.jpg
217046,http://images.cocodataset.org/train2014/COCO_train2014_000000217046.jpg
217040,http://images.cocodataset.org/train2014/COCO_train2014_000000217040.jpg
466863,http://images.cocodataset.org/train2014/COCO_train2014_000000466863.jpg
484599,http://images.cocodataset.org/train2014/COCO_train2014_000000484599.jpg
348299,http://images.cocodataset.org/train2014/COCO_train2014_000000348299.jpg
424485,http://images.cocodataset.org/train2014/COCO_train2014_000000424485.jpg
469512,http://images.cocodataset.org/train2014/COCO_train2014_000000469512.jpg
424489,http://images.cocodataset.org/train2014/COCO_train2014_000000424489.jpg
423454,http://images.cocodataset.org/train2014/COCO_train2014_000000423454.jpg
348291,http://images.cocodataset.org/train2014/COCO_train2014_000000348291.jpg
161510,http://images.cocodataset.org/train2014/COCO_train2014_000000161510.jpg
150161,http://images.cocodataset.org/train2014/COCO_train2014_000000150161.jpg
536055,http://images.cocodataset.org/train2014/COCO_train2014_000000536055.jpg
267504,http://images.cocodataset.org/train2014/COCO_train2014_000000267504.jpg
267502,http://images.cocodataset.org/train2014/COCO_train2014_000000267502.jpg
464598,http://images.cocodataset.org/train2014/COCO_train2014_000000464598.jpg
394,http://images.cocodataset.org/train2014/COCO_train2014_000000000394.jpg
459747,http://images.cocodataset.org/train2014/COCO_train2014_000000459747.jpg
383764,http://images.cocodataset.org/train2014/COCO_train2014_000000383764.jpg
383760,http://images.cocodataset.org/train2014/COCO_train2014_000000383760.jpg
354644,http://images.cocodataset.org/train2014/COCO_train2014_000000354644.jpg
258237,http://images.cocodataset.org/train2014/COCO_train2014_000000258237.jpg
572084,http://images.cocodataset.org/train2014/COCO_train2014_000000572084.jpg
567301,http://images.cocodataset.org/train2014/COCO_train2014_000000567301.jpg
428485,http://images.cocodataset.org/train2014/COCO_train2014_000000428485.jpg
428486,http://images.cocodataset.org/train2014/COCO_train2014_000000428486.jpg
161515,http://images.cocodataset.org/train2014/COCO_train2014_000000161515.jpg
567305,http://images.cocodataset.org/train2014/COCO_train2014_000000567305.jpg
289790,http://images.cocodataset.org/train2014/COCO_train2014_000000289790.jpg
189509,http://images.cocodataset.org/train2014/COCO_train2014_000000189509.jpg
93139,http://images.cocodataset.org/train2014/COCO_train2014_000000093139.jpg
292258,http://images.cocodataset.org/train2014/COCO_train2014_000000292258.jpg
425685,http://images.cocodataset.org/train2014/COCO_train2014_000000425685.jpg
292257,http://images.cocodataset.org/train2014/COCO_train2014_000000292257.jpg
536374,http://images.cocodataset.org/train2014/COCO_train2014_000000536374.jpg
165611,http://images.cocodataset.org/train2014/COCO_train2014_000000165611.jpg
104273,http://images.cocodataset.org/train2014/COCO_train2014_000000104273.jpg
109836,http://images.cocodataset.org/train2014/COCO_train2014_000000109836.jpg
389692,http://images.cocodataset.org/train2014/COCO_train2014_000000389692.jpg
98107,http://images.cocodataset.org/train2014/COCO_train2014_000000098107.jpg
3745,http://images.cocodataset.org/train2014/COCO_train2014_000000003745.jpg
424157,http://images.cocodataset.org/train2014/COCO_train2014_000000424157.jpg
505391,http://images.cocodataset.org/train2014/COCO_train2014_000000505391.jpg
167613,http://images.cocodataset.org/train2014/COCO_train2014_000000167613.jpg
222555,http://images.cocodataset.org/train2014/COCO_train2014_000000222555.jpg
508516,http://images.cocodataset.org/train2014/COCO_train2014_000000508516.jpg
289248,http://images.cocodataset.org/train2014/COCO_train2014_000000289248.jpg
431628,http://images.cocodataset.org/train2014/COCO_train2014_000000431628.jpg
99851,http://images.cocodataset.org/train2014/COCO_train2014_000000099851.jpg
572550,http://images.cocodataset.org/train2014/COCO_train2014_000000572550.jpg
289242,http://images.cocodataset.org/train2014/COCO_train2014_000000289242.jpg
289245,http://images.cocodataset.org/train2014/COCO_train2014_000000289245.jpg
99856,http://images.cocodataset.org/train2014/COCO_train2014_000000099856.jpg
544796,http://images.cocodataset.org/train2014/COCO_train2014_000000544796.jpg
478899,http://images.cocodataset.org/train2014/COCO_train2014_000000478899.jpg
250387,http://images.cocodataset.org/train2014/COCO_train2014_000000250387.jpg
250385,http://images.cocodataset.org/train2014/COCO_train2014_000000250385.jpg
141848,http://images.cocodataset.org/train2014/COCO_train2014_000000141848.jpg
535130,http://images.cocodataset.org/train2014/COCO_train2014_000000535130.jpg
52109,http://images.cocodataset.org/train2014/COCO_train2014_000000052109.jpg
578702,http://images.cocodataset.org/train2014/COCO_train2014_000000578702.jpg
227003,http://images.cocodataset.org/train2014/COCO_train2014_000000227003.jpg
535136,http://images.cocodataset.org/train2014/COCO_train2014_000000535136.jpg
561145,http://images.cocodataset.org/train2014/COCO_train2014_000000561145.jpg
534848,http://images.cocodataset.org/train2014/COCO_train2014_000000534848.jpg
143995,http://images.cocodataset.org/train2014/COCO_train2014_000000143995.jpg
260888,http://images.cocodataset.org/train2014/COCO_train2014_000000260888.jpg
301218,http://images.cocodataset.org/train2014/COCO_train2014_000000301218.jpg
330909,http://images.cocodataset.org/train2014/COCO_train2014_000000330909.jpg
420819,http://images.cocodataset.org/train2014/COCO_train2014_000000420819.jpg
357202,http://images.cocodataset.org/train2014/COCO_train2014_000000357202.jpg
146313,http://images.cocodataset.org/train2014/COCO_train2014_000000146313.jpg
185902,http://images.cocodataset.org/train2014/COCO_train2014_000000185902.jpg
330907,http://images.cocodataset.org/train2014/COCO_train2014_000000330907.jpg
113147,http://images.cocodataset.org/train2014/COCO_train2014_000000113147.jpg
330901,http://images.cocodataset.org/train2014/COCO_train2014_000000330901.jpg
185906,http://images.cocodataset.org/train2014/COCO_train2014_000000185906.jpg
113142,http://images.cocodataset.org/train2014/COCO_train2014_000000113142.jpg
21931,http://images.cocodataset.org/train2014/COCO_train2014_000000021931.jpg
458475,http://images.cocodataset.org/train2014/COCO_train2014_000000458475.jpg
210090,http://images.cocodataset.org/train2014/COCO_train2014_000000210090.jpg
210097,http://images.cocodataset.org/train2014/COCO_train2014_000000210097.jpg
458478,http://images.cocodataset.org/train2014/COCO_train2014_000000458478.jpg
340736,http://images.cocodataset.org/train2014/COCO_train2014_000000340736.jpg
517232,http://images.cocodataset.org/train2014/COCO_train2014_000000517232.jpg
371789,http://images.cocodataset.org/train2014/COCO_train2014_000000371789.jpg
517230,http://images.cocodataset.org/train2014/COCO_train2014_000000517230.jpg
539538,http://images.cocodataset.org/train2014/COCO_train2014_000000539538.jpg
349658,http://images.cocodataset.org/train2014/COCO_train2014_000000349658.jpg
371786,http://images.cocodataset.org/train2014/COCO_train2014_000000371786.jpg
347962,http://images.cocodataset.org/train2014/COCO_train2014_000000347962.jpg
402844,http://images.cocodataset.org/train2014/COCO_train2014_000000402844.jpg
57088,http://images.cocodataset.org/train2014/COCO_train2014_000000057088.jpg
402846,http://images.cocodataset.org/train2014/COCO_train2014_000000402846.jpg
376785,http://images.cocodataset.org/train2014/COCO_train2014_000000376785.jpg
480779,http://images.cocodataset.org/train2014/COCO_train2014_000000480779.jpg
210322,http://images.cocodataset.org/train2014/COCO_train2014_000000210322.jpg
278907,http://images.cocodataset.org/train2014/COCO_train2014_000000278907.jpg
409740,http://images.cocodataset.org/train2014/COCO_train2014_000000409740.jpg
297911,http://images.cocodataset.org/train2014/COCO_train2014_000000297911.jpg
335999,http://images.cocodataset.org/train2014/COCO_train2014_000000335999.jpg
480773,http://images.cocodataset.org/train2014/COCO_train2014_000000480773.jpg
351968,http://images.cocodataset.org/train2014/COCO_train2014_000000351968.jpg
408294,http://images.cocodataset.org/train2014/COCO_train2014_000000408294.jpg
476772,http://images.cocodataset.org/train2014/COCO_train2014_000000476772.jpg
351966,http://images.cocodataset.org/train2014/COCO_train2014_000000351966.jpg
265106,http://images.cocodataset.org/train2014/COCO_train2014_000000265106.jpg
534266,http://images.cocodataset.org/train2014/COCO_train2014_000000534266.jpg
534267,http://images.cocodataset.org/train2014/COCO_train2014_000000534267.jpg
561015,http://images.cocodataset.org/train2014/COCO_train2014_000000561015.jpg
561012,http://images.cocodataset.org/train2014/COCO_train2014_000000561012.jpg
380449,http://images.cocodataset.org/train2014/COCO_train2014_000000380449.jpg
517584,http://images.cocodataset.org/train2014/COCO_train2014_000000517584.jpg
517586,http://images.cocodataset.org/train2014/COCO_train2014_000000517586.jpg
569264,http://images.cocodataset.org/train2014/COCO_train2014_000000569264.jpg
517582,http://images.cocodataset.org/train2014/COCO_train2014_000000517582.jpg
380440,http://images.cocodataset.org/train2014/COCO_train2014_000000380440.jpg
520176,http://images.cocodataset.org/train2014/COCO_train2014_000000520176.jpg
130997,http://images.cocodataset.org/train2014/COCO_train2014_000000130997.jpg
107705,http://images.cocodataset.org/train2014/COCO_train2014_000000107705.jpg
478646,http://images.cocodataset.org/train2014/COCO_train2014_000000478646.jpg
478645,http://images.cocodataset.org/train2014/COCO_train2014_000000478645.jpg
537408,http://images.cocodataset.org/train2014/COCO_train2014_000000537408.jpg
478643,http://images.cocodataset.org/train2014/COCO_train2014_000000478643.jpg
475232,http://images.cocodataset.org/train2014/COCO_train2014_000000475232.jpg
58930,http://images.cocodataset.org/train2014/COCO_train2014_000000058930.jpg
16706,http://images.cocodataset.org/train2014/COCO_train2014_000000016706.jpg
471929,http://images.cocodataset.org/train2014/COCO_train2014_000000471929.jpg
302740,http://images.cocodataset.org/train2014/COCO_train2014_000000302740.jpg
376436,http://images.cocodataset.org/train2014/COCO_train2014_000000376436.jpg
471927,http://images.cocodataset.org/train2014/COCO_train2014_000000471927.jpg
269738,http://images.cocodataset.org/train2014/COCO_train2014_000000269738.jpg
24149,http://images.cocodataset.org/train2014/COCO_train2014_000000024149.jpg
341065,http://images.cocodataset.org/train2014/COCO_train2014_000000341065.jpg
341062,http://images.cocodataset.org/train2014/COCO_train2014_000000341062.jpg
341060,http://images.cocodataset.org/train2014/COCO_train2014_000000341060.jpg
341061,http://images.cocodataset.org/train2014/COCO_train2014_000000341061.jpg
112235,http://images.cocodataset.org/train2014/COCO_train2014_000000112235.jpg
80590,http://images.cocodataset.org/train2014/COCO_train2014_000000080590.jpg
347380,http://images.cocodataset.org/train2014/COCO_train2014_000000347380.jpg
512872,http://images.cocodataset.org/train2014/COCO_train2014_000000512872.jpg
33758,http://images.cocodataset.org/train2014/COCO_train2014_000000033758.jpg
471697,http://images.cocodataset.org/train2014/COCO_train2014_000000471697.jpg
269621,http://images.cocodataset.org/train2014/COCO_train2014_000000269621.jpg
271417,http://images.cocodataset.org/train2014/COCO_train2014_000000271417.jpg
344729,http://images.cocodataset.org/train2014/COCO_train2014_000000344729.jpg
146861,http://images.cocodataset.org/train2014/COCO_train2014_000000146861.jpg
437711,http://images.cocodataset.org/train2014/COCO_train2014_000000437711.jpg
516189,http://images.cocodataset.org/train2014/COCO_train2014_000000516189.jpg
344720,http://images.cocodataset.org/train2014/COCO_train2014_000000344720.jpg
298644,http://images.cocodataset.org/train2014/COCO_train2014_000000298644.jpg
147192,http://images.cocodataset.org/train2014/COCO_train2014_000000147192.jpg
375200,http://images.cocodataset.org/train2014/COCO_train2014_000000375200.jpg
375202,http://images.cocodataset.org/train2014/COCO_train2014_000000375202.jpg
197661,http://images.cocodataset.org/train2014/COCO_train2014_000000197661.jpg
189951,http://images.cocodataset.org/train2014/COCO_train2014_000000189951.jpg
142342,http://images.cocodataset.org/train2014/COCO_train2014_000000142342.jpg
197662,http://images.cocodataset.org/train2014/COCO_train2014_000000197662.jpg
226664,http://images.cocodataset.org/train2014/COCO_train2014_000000226664.jpg
375208,http://images.cocodataset.org/train2014/COCO_train2014_000000375208.jpg
142349,http://images.cocodataset.org/train2014/COCO_train2014_000000142349.jpg
528275,http://images.cocodataset.org/train2014/COCO_train2014_000000528275.jpg
445495,http://images.cocodataset.org/train2014/COCO_train2014_000000445495.jpg
138982,http://images.cocodataset.org/train2014/COCO_train2014_000000138982.jpg
464833,http://images.cocodataset.org/train2014/COCO_train2014_000000464833.jpg
445491,http://images.cocodataset.org/train2014/COCO_train2014_000000445491.jpg
68344,http://images.cocodataset.org/train2014/COCO_train2014_000000068344.jpg
176612,http://images.cocodataset.org/train2014/COCO_train2014_000000176612.jpg
464839,http://images.cocodataset.org/train2014/COCO_train2014_000000464839.jpg
157242,http://images.cocodataset.org/train2014/COCO_train2014_000000157242.jpg
